energy,liveness,speechiness,danceability,valence,uri
0.755,0.306,0.0942,0.814,0.963,spotify:track:4HUZBG98TYbxSR9V1V2DWS
0.521,0.292,0.0607,0.874,0.884,spotify:track:5Xb95YXYnaWi2VzREcByBQ
0.822,0.0613,0.297,0.804,0.465,spotify:track:0gWayE9M4yQDKrAHTm1QKt
0.561,0.108,0.335,0.862,0.541,spotify:track:63SHcJzckFykS8faA5zojY
0.624,0.197,0.254,0.628,0.47,spotify:track:6WXglvTFRmjlHHhgjYMNif
0.937,0.684,0.0858,0.582,0.939,spotify:track:2JTir3y1VuJQmexiTCMcTP
0.953,0.125,0.0325,0.632,0.798,spotify:track:15k1TDabqSEmyXOwMq9RM7
0.872,0.954,0.0868,0.695,0.646,spotify:track:5m5aY6S9ttfIG157xli2Rs
0.757,0.931,0.0734,0.591,0.574,spotify:track:187Pge0WmJNoS73kaIORSE
0.531,0.104,0.0472,0.797,0.869,spotify:track:1X0MaGErD8rcspqQs9s2m0
0.914,0.694,0.0629,0.599,0.831,spotify:track:3rRin3LyLY92kpEbkCgwf4
0.62,0.075,0.0509,0.752,0.962,spotify:track:7GLWWrk1YlkPYqJK3ynIA0
0.677,0.43,0.068,0.512,0.776,spotify:track:1nDCZBI8MaHXI2f36dnQyG
0.886,0.0991,0.0476,0.775,0.939,spotify:track:3dPvQLKl42dMYWV4LWRTLK
0.92,0.234,0.0352,0.83,0.967,spotify:track:42P3wMiPfXQM93TYZotuPQ
0.67,0.0889,0.0438,0.867,0.891,spotify:track:3vu864xi5Xis9VfOsJpmXu
0.568,0.0892,0.25,0.799,0.963,spotify:track:4xWzZmX4K1yyrdtRfbUvjt
0.688,0.117,0.0672,0.733,0.654,spotify:track:2fmeSswdyVq4wcqhY41UHk
0.802,0.0931,0.0878,0.737,0.682,spotify:track:35mvY5S1H3J2QZyna3TFe0
0.604,0.251,0.0457,0.698,0.353,spotify:track:64I6t2tuUGnIlaDIzHJ6YI
0.867,0.788,0.104,0.701,0.937,spotify:track:2QCwoYDn4DRfjs4NhW2KpO
0.74,0.951,0.0703,0.52,0.778,spotify:track:4zsiMjB0794HztyqUkD3Zi
0.773,0.166,0.128,0.652,0.527,spotify:track:1uA7fD01YlQr1Rm0oyNB4H
0.907,0.135,0.038,0.57,0.964,spotify:track:7J3QMuDCSv56jRSiD9jFBF
0.522,0.663,0.0479,0.834,0.892,spotify:track:59kRq8rb5uJCrSYYbGCk7o
0.887,0.23,0.236,0.591,0.659,spotify:track:260n4ECk9j4IEvTAVBYojl
0.798,0.552,0.0792,0.437,0.706,spotify:track:2ptHQBO7TQhEkXOeK9ST59
0.697,0.375,0.0377,0.632,0.837,spotify:track:5ra6CI0pEzqjxPEZeBz0d7
0.71,0.173,0.158,0.935,0.635,spotify:track:4zGtfOglDBfVUypabBwIjQ
0.769,0.407,0.0578,0.832,0.724,spotify:track:7jiGFTWeO3MmMN9dpHRjUZ
0.915,0.0891,0.047,0.533,0.967,spotify:track:0WlmiIK5qFQ4dAB4mCA4sI
0.926,0.158,0.0346,0.827,0.949,spotify:track:1UF3sCkxXH4OE7ja83GRzj
0.765,0.0936,0.0993,0.746,0.737,spotify:track:4saklk6nie3yiGePpBwUoc
0.83,0.0522,0.135,0.921,0.596,spotify:track:3KfyRuNdcCGsZb15sqrXDA
0.67,0.0761,0.0452,0.781,0.595,spotify:track:5JqZ3oqF00jkT81foAFvqg
0.707,0.0628,0.0646,0.934,0.961,spotify:track:7qmnP8Woc47dLSrMD5MxL1
0.769,0.942,0.0501,0.532,0.463,spotify:track:6juD9PQwAPvuXYIAE2gjhO
0.716,0.37,0.0424,0.566,0.45,spotify:track:249gnXrbfmV8NG6jTEMSwD
0.383,0.0828,0.0516,0.652,0.549,spotify:track:2Z8yfpFX0ZMavHkcIeHiO1
0.816,0.335,0.0465,0.548,0.557,spotify:track:6UelLqGlWMcVH1E5c4H7lY
0.907,0.0913,0.128,0.615,0.725,spotify:track:2R1OgezGfBMeiAcMpJ1EkH
0.883,0.407,0.0691,0.683,0.678,spotify:track:3056x1XkmICnQmji68rrft
0.712,0.127,0.0545,0.714,0.789,spotify:track:3J5Pu25BODMex4Jpy4l6FL
0.841,0.0975,0.0344,0.803,0.832,spotify:track:1GWUiFYLYEapxYHnASyOud
0.846,0.93,0.0616,0.589,0.565,spotify:track:3Xuo5utyzk86BwlUHdTR2O
0.846,0.084,0.174,0.666,0.782,spotify:track:0RaIjuKU5hudMteEXwr4RS
0.763,0.0703,0.0768,0.758,0.854,spotify:track:7EWXP47VlXKO3r7mNxuWHw
0.848,0.491,0.0282,0.741,0.885,spotify:track:08Sd5vVcIH3uKeAiaJdoYj
0.776,0.108,0.189,0.626,0.696,spotify:track:5gTgQBtNP08fUijxpEgmzF
0.73,0.0897,0.0598,0.514,0.334,spotify:track:0VjIjW4GlUZAMYd2vXMi3b
0.854,0.107,0.0637,0.536,0.769,spotify:track:0eoMMLrWtXbLk64baeESkc
0.723,0.0719,0.112,0.652,0.53,spotify:track:12v6LfkX9YIR3uLefIAAYZ
0.918,0.982,0.334,0.394,0.588,spotify:track:4KLvGldnzUZU4xdELyWBom
0.685,0.923,0.0525,0.675,0.7,spotify:track:4Y0gR2tYML083T6b2vhJrn
0.851,0.261,0.0446,0.45,0.0775,spotify:track:4WHsrf7gr9uE03pCnwva0c
0.655,0.117,0.0311,0.672,0.556,spotify:track:6Qn5zhYkTa37e91HC1D7lb
0.784,0.668,0.0627,0.448,0.236,spotify:track:62yJjFtgkhUrXktIoSjgP2
0.459,0.0551,0.0317,0.416,0.286,spotify:track:4IMMdhs18OjvvhDok5mJxW
0.887,0.326,0.227,0.637,0.596,spotify:track:4GITtbZtRCQXhWLMXrWXHt
0.79,0.574,0.0472,0.267,0.0623,spotify:track:300tML2o8yHO4WrDtG2gxO
0.637,0.368,0.0703,0.383,0.0827,spotify:track:2RSHsoi04658QL5xgQVov3
0.851,0.238,0.065,0.365,0.309,spotify:track:6Q2JimwoGgG5W9HdmH1hmq
0.754,0.103,0.0732,0.299,0.295,spotify:track:3BvheqhKGQgFMSiiJh6ayj
0.768,0.103,0.0732,0.483,0.405,spotify:track:4uyDe8SeM0Nsgzp9KMtXWn
0.786,0.65,0.317,0.502,0.739,spotify:track:4dASQiO1Eoo3RJvt74FtXB
0.71,0.269,0.0321,0.505,0.428,spotify:track:5qaEfEh1AtSdrdrByCP7qR
0.822,0.147,0.0438,0.605,0.288,spotify:track:1zB4vmk8tFRmM9UULNzbLB
0.718,0.105,0.0335,0.547,0.156,spotify:track:4ZJcaZjgmy5W59MOrPQhV8
0.924,0.084,0.146,0.631,0.755,spotify:track:213x4gsFDm04hSqIUkg88w
0.548,0.293,0.0357,0.65,0.29,spotify:track:37ebs6hDGOWK8SDAB2kZG5
0.74,0.0958,0.0475,0.447,0.102,spotify:track:3zT2616WcD9Df5m21OsCX0
0.901,0.123,0.124,0.232,0.0392,spotify:track:6SCDzH7OCgpzwCP8yo7HIP
0.78,0.081,0.128,0.776,0.666,spotify:track:0pqnGHJpmpxLKifKRmU6WP
0.611,0.0812,0.0409,0.704,0.22,spotify:track:2FY7b99s15jUprqC0M5NCT
0.974,0.357,0.0969,0.536,0.481,spotify:track:5F0bmCjKUufNz1bHXfgRwe
0.825,0.13,0.0774,0.5,0.598,spotify:track:5h1Dfnx9YI3A3lCrTyVbuP
0.957,0.0863,0.131,0.622,0.517,spotify:track:5Xbx9mAWoTiLbMOMQofoE6
0.8,0.102,0.0318,0.529,0.498,spotify:track:6A9nyMBdNUzVcFHZUEZ71F
0.763,0.298,0.0322,0.615,0.333,spotify:track:3x7NGlfDKQYN2wnwEnL7r9
0.905,0.431,0.253,0.31,0.309,spotify:track:1DRUwJSt2YOUUEz965OJ66
0.858,0.102,0.0729,0.393,0.56,spotify:track:04aAxqtGp5pv12UXAg4pkq
0.891,0.106,0.0623,0.459,0.588,spotify:track:3Zwu2K0Qa5sT6teCCHPShP
0.868,0.671,0.0699,0.616,0.475,spotify:track:3Te8uLyit6X3ncNW8Fp3K2
0.926,0.0522,0.0479,0.571,0.576,spotify:track:339ClrzKvO3L5GHld8RFBO
0.662,0.111,0.0325,0.634,0.244,spotify:track:2bzitsPcImYC6DZWvvLCQi
0.67,0.0761,0.0452,0.781,0.595,spotify:track:5JqZ3oqF00jkT81foAFvqg
0.802,0.094,0.0864,0.736,0.675,spotify:track:7igeByaBM0MgGsgXtNxDJ7
0.704,0.0898,0.36,0.673,0.372,spotify:track:5u1n1kITHCxxp8twBcZxWy
0.637,0.149,0.0581,0.333,0.132,spotify:track:5KCbr5ndeby4y4ggthdiAb
0.34,0.055,0.0697,0.889,0.716,spotify:track:54bFM56PmE4YLRnqpW6Tha
0.824,0.113,0.057,0.448,0.419,spotify:track:28xX6K8LnkZve4RiuEB3iK
0.837,0.0743,0.0649,0.743,0.263,spotify:track:0zzVTGyRrWpQu8Fr28NRAv
0.604,0.0863,0.082,0.91,0.807,spotify:track:7e1VoRlNumuEkXlITMHKLE
0.729,0.0411,0.334,0.79,0.904,spotify:track:2J4P46vCFm1rPkNkp9pZWX
0.825,0.0674,0.0601,0.702,0.915,spotify:track:463CkQjx2Zk1yXoBuierM9
0.814,0.203,0.0346,0.705,0.259,spotify:track:27ycaQnQAxaPiyeg3nr2aB
0.383,0.0828,0.0516,0.652,0.549,spotify:track:2Z8yfpFX0ZMavHkcIeHiO1
0.418,0.131,0.301,0.637,0.0807,spotify:track:1dLXLETYiZohIZWnse4ypG
0.48,0.271,0.0688,0.795,0.723,spotify:track:5T490vvoFNU6psep0NPmxs
0.745,0.372,0.0366,0.721,0.699,spotify:track:6FuGJB290AQMAHTfjOYVaK
0.739,0.11,0.229,0.691,0.884,spotify:track:4RJz8NfIe09gpKMiRUWKhJ
0.884,0.247,0.0454,0.612,0.679,spotify:track:58AGoOGbwsQMhBbH0eFLRR
0.474,0.099,0.0583,0.691,0.381,spotify:track:2KoHxhRyWxJzA0VafWd5Nk
0.765,0.0936,0.0993,0.746,0.737,spotify:track:0v1x6rN6JHRapa03JElljE
0.443,0.0889,0.41,0.934,0.359,spotify:track:051wt8AyLFgYnVuberd3vO
0.813,0.519,0.0374,0.789,0.42,spotify:track:6qI0MU175Dk2DeoUjlrOpy
0.867,0.32,0.0458,0.737,0.506,spotify:track:2fTdRdN73RgIgcUZN33dvt
0.585,0.248,0.094,0.83,0.485,spotify:track:6Im9k8u9iIzKMrmV7BWtlF
0.462,0.352,0.185,0.872,0.589,spotify:track:2bDNedM4lTAl4P2mfqoh8e
0.69,0.0742,0.139,0.627,0.627,spotify:track:1nYeVF5vIBxMxfPoL0SIWg
0.628,0.189,0.0623,0.666,0.767,spotify:track:0CF1RH8dQKuK2lQPSQw2lZ
0.788,0.142,0.312,0.766,0.609,spotify:track:0GzuHFG4Ql6DoyxFRnIk3F
0.747,0.1,0.15,0.812,0.488,spotify:track:0XinBYhf1X3kdvKQHOX971
0.882,0.103,0.0532,0.755,0.606,spotify:track:4L5ZhW0VJeQ6je2iqvqZ4X
0.865,0.312,0.266,0.569,0.361,spotify:track:3QGppKBPd9gHOgHJzRbVIw
0.567,0.0949,0.0379,0.486,0.154,spotify:track:3kwgqoBqTwoAH4nT29TYrq
0.87,0.489,0.0623,0.752,0.784,spotify:track:1IWNylpZ477gIVUDpJL66u
0.733,0.118,0.0586,0.658,0.464,spotify:track:4Ws314Ylb27BVsvlZOy30C
0.868,0.584,0.0341,0.662,0.353,spotify:track:6lhZLbb0czULpjb2kFryPS
0.513,0.217,0.0685,0.806,0.503,spotify:track:5ri4zqtWhG07hIuNNDWP76
0.239,0.116,0.0398,0.631,0.0927,spotify:track:4y4spB9m0Q6026KfkAvy9Q
0.651,0.0782,0.0372,0.624,0.355,spotify:track:0g4xPTe9fP1gPiXPMQKj7Z
0.771,0.183,0.262,0.474,0.42,spotify:track:1UoGcGqLMYK8n6fXwTPV4A
0.573,0.113,0.0544,0.731,0.145,spotify:track:47EiUVwUp4C9fGccaPuUCS
0.693,0.173,0.0545,0.571,0.393,spotify:track:0EhpEsp4L0oRGM0vmeaN5e
0.857,0.238,0.0688,0.777,0.882,spotify:track:0x1YlWjy7Hsh7VIbu4PWGG
0.85,0.23,0.0642,0.738,0.865,spotify:track:4Lt6GXGzYsa1tgkv3nGSTm
0.783,0.234,0.0507,0.824,0.788,spotify:track:3xvYvJAa0iUVKKsYcuDNlK
0.685,0.152,0.0433,0.728,0.33,spotify:track:70rFIfYN7lU6iTgUIVP42w
0.716,0.0989,0.0385,0.688,0.373,spotify:track:3aA6xB0tOilDDX17fIJ0Bl
0.641,0.109,0.0389,0.648,0.505,spotify:track:73h4oe03sZy8bXfQLfnqMv
0.812,0.0881,0.137,0.648,0.392,spotify:track:55GKCRZ1U75Ru0iJuLOJWm
0.74,0.22,0.172,0.785,0.746,spotify:track:4cno0k9jDEFpLAQyHNjqVx
0.636,0.166,0.0369,0.759,0.536,spotify:track:5cpJFiNwYyWwFLH0V6B3N8
0.697,0.599,0.154,0.665,0.556,spotify:track:5zj8WNkBrEzlI5FKeYV4ol
0.815,0.523,0.0692,0.708,0.855,spotify:track:5Jq958VQwRyQFujau4TMKD
0.762,0.0697,0.0447,0.86,0.763,spotify:track:4agLM5EfiWR2AKMq7gFwcM
0.716,0.37,0.0424,0.566,0.45,spotify:track:249gnXrbfmV8NG6jTEMSwD
0.511,0.0832,0.164,0.81,0.837,spotify:track:6zFMeegAMYQo0mt8rXtrli
0.683,0.176,0.0328,0.562,0.464,spotify:track:3KqRYO83UpIst49K6USWep
0.726,0.0892,0.0262,0.666,0.468,spotify:track:1ABS9lKaZ1uXkXCqr9zFO7
0.245,0.119,0.0569,0.403,0.148,spotify:track:4HvE2E9rXJDcQhE4YfeNuG
0.534,0.1,0.0555,0.487,0.173,spotify:track:3UoULw70kMsiVXxW0L3A33
0.838,0.131,0.0557,0.448,0.254,spotify:track:45S5WTQEGOB1VHr1Q4FuPl
0.481,0.142,0.0625,0.302,0.252,spotify:track:3J6bLodhUHgNyzEZLgcieN
0.804,0.0677,0.0792,0.519,0.753,spotify:track:7uVHsxWLh6RT9HT5nrOkHM
0.711,0.142,0.0315,0.639,0.605,spotify:track:4w7vZjpsnpKizj7NE0Nuld
0.719,0.326,0.0455,0.698,0.364,spotify:track:0GTPmh5G40joBg93vcSQNq
0.82,0.0775,0.0478,0.749,0.534,spotify:track:3DTqHfTGj1c6y2gDXsTez4
0.78,0.199,0.0753,0.802,0.875,spotify:track:2JCOFv3vvv6HIfw7QOqpIz
0.828,0.111,0.11,0.608,0.386,spotify:track:7uIBwmlQcT5unRbmr4SPzt
0.491,0.11,0.0538,0.399,0.151,spotify:track:6AGOKlMZWLCaEJGnaROtF9
0.686,0.266,0.0664,0.905,0.963,spotify:track:11EnQRgRMJwMAesfkB5pnu
0.83,0.197,0.0519,0.513,0.918,spotify:track:5kwqVZiomoH58hLKzQkvVi
0.711,0.0876,0.041,0.789,0.753,spotify:track:59qrUpoplZxbIZxk6X0Bm3
0.782,0.0544,0.0918,0.828,0.351,spotify:track:3vAn0qZzdyuHamcrpkfiX3
0.663,0.372,0.133,0.834,0.774,spotify:track:0AUvWawuP0ibk4SQ3sIZjk
0.674,0.282,0.0408,0.501,0.152,spotify:track:1fipvP2zmef6vN2IwXfJhY
0.587,0.102,0.0466,0.69,0.278,spotify:track:0FLwo3U1NrjocfK2FDisrX
0.729,0.349,0.0886,0.73,0.467,spotify:track:1raaNykBg1bDnWENUiglUA
0.586,0.193,0.2,0.823,0.347,spotify:track:0PvFJmanyNQMseIFrU708S
0.855,0.323,0.0397,0.672,0.646,spotify:track:24ySl2hOPGCDcxBxFIqWBu
0.816,0.335,0.0465,0.548,0.557,spotify:track:6UelLqGlWMcVH1E5c4H7lY
0.633,0.0541,0.0457,0.63,0.452,spotify:track:3Z8FwOEN59mRMxDCtb8N0A
0.612,0.123,0.106,0.621,0.479,spotify:track:3ExgP2Oq27CoiZYWklkBpy
0.598,0.106,0.431,0.792,0.911,spotify:track:2FpZOy5LSywULaCoxi8Rzp
0.255,0.0845,0.0376,0.375,0.331,spotify:track:43l0RVxkRenSlcrnqDlHaD
0.428,0.0822,0.0404,0.764,0.657,spotify:track:7xBWOrE5vHJi9fdfcXIy9Z
0.469,0.133,0.0428,0.635,0.281,spotify:track:2Vd1vVQaBilW0O6nmU5BkH
0.73,0.367,0.0848,0.733,0.809,spotify:track:4ysbxlUlb00V0vFvq4Ixk1
0.637,0.279,0.166,0.701,0.647,spotify:track:6M4nkEPZMj58acftDRTuKL
0.59,0.065,0.0793,0.791,0.714,spotify:track:2GYHyAoLWpkxLVa4oYTVko
0.785,0.08,0.0413,0.747,0.389,spotify:track:3Uyt0WO3wOopnUBCe9BaXl
0.689,0.101,0.228,0.729,0.452,spotify:track:1YEO3CNmgagY8HtREeZNzU
0.684,0.102,0.246,0.939,0.557,spotify:track:2noogK5BqMh9oEOpNQlkLC
0.449,0.0729,0.0489,0.669,0.327,spotify:track:65uoaqX5qcjXZRheAj1qQT
0.745,0.0507,0.0559,0.785,0.809,spotify:track:6VSERfFBP1VhLVqQsmL4Rd
0.54,0.33,0.0422,0.642,0.394,spotify:track:13lXv8YxX0YYHM0SCk1KYb
0.689,0.0817,0.089,0.738,0.756,spotify:track:1XpblLS50JizDEF78BsrbF
0.647,0.159,0.304,0.652,0.346,spotify:track:34B31yM24Pjg22ipNpB4UJ
0.676,0.128,0.0367,0.72,0.481,spotify:track:1QHfuEyKqH35Qf7iJIl0Wd
0.302,0.0871,0.0321,0.39,0.422,spotify:track:4FmiciU3ZmfgABlbCSXcWw
0.702,0.119,0.0582,0.669,0.793,spotify:track:2ZQVJD9I6GCqXmkmMuEoLa
0.923,0.0515,0.0634,0.574,0.651,spotify:track:6dDuP1vwKdGFToOwkCesOk
0.811,0.691,0.035,0.551,0.651,spotify:track:54vtz2MeGYtbvOG440hsYQ
0.668,0.113,0.0353,0.793,0.654,spotify:track:3LmiVrJmfxyy4yOfOdnfXZ
0.738,0.0882,0.0324,0.701,0.532,spotify:track:3v5x4dle4IhZUIicDM8t0m
0.542,0.0867,0.0647,0.637,0.519,spotify:track:2zWpMvvYIOeklOAalITppF
0.676,0.0542,0.191,0.848,0.753,spotify:track:6B4yTawy0HPLPOQ5obI5Gt
0.578,0.154,0.0669,0.771,0.549,spotify:track:4rPMPXH67RpS1Q1avFLogn
0.667,0.562,0.0679,0.674,0.537,spotify:track:20J4a6A4k4iR5WYDFi23fq
0.458,0.856,0.0561,0.74,0.274,spotify:track:5WoM2i48QDkHOLfKqrbeZL
0.788,0.0949,0.0685,0.549,0.435,spotify:track:6Ks95mz084KEz4fYefTthw
0.691,0.184,0.122,0.676,0.696,spotify:track:5QR7OZyscjGPi7o7w6QZrQ
0.824,0.384,0.109,0.659,0.523,spotify:track:1pRvlcrVxqdDAyYT1Ym3Wq
0.498,0.258,0.0461,0.73,0.665,spotify:track:5RLdGGBsuxErhPXwxckA3G
0.582,0.111,0.0929,0.778,0.481,spotify:track:3XeJAX8ypWKLwVi7lBWJEk
0.542,0.247,0.197,0.692,0.285,spotify:track:06O3hxudc6V0BOuoCFSy71
0.831,0.188,0.0532,0.785,0.53,spotify:track:0cVI6d9NbmuvwHjtzFbI0i
0.855,0.067,0.0563,0.68,0.427,spotify:track:2trh0T0YlI8MtoikRShsy4
0.671,0.115,0.0787,0.711,0.7,spotify:track:4EDx8i4LxLWoypENpChCPT
0.258,0.131,0.0353,0.723,0.456,spotify:track:1vP9T20M1JAuurEjYu80Bt
0.672,0.101,0.112,0.707,0.961,spotify:track:3rfDjFBGWeDW88inQfLzmm
0.807,0.0504,0.0725,0.525,0.741,spotify:track:734dz1YaFITwawPpM25fSt
0.658,0.0685,0.115,0.742,0.609,spotify:track:6x53YxdtkR2rGLptZCLgUx
0.535,0.169,0.0955,0.664,0.968,spotify:track:1Om2ZfnIx2dueS6LcMzlyO
0.768,0.132,0.0936,0.853,0.55,spotify:track:1TAtVjJ9Fx5RLHQv4hmpOR
0.443,0.118,0.0411,0.588,0.335,spotify:track:3U5x1rplpJNKR3Xg88EfLi
0.352,0.0965,0.0424,0.442,0.265,spotify:track:7t3pqWBCWF415rddNzYWSz
0.709,0.121,0.0661,0.625,0.579,spotify:track:7pN0F1KIniF4O1ts8WfSBG
0.414,0.194,0.0699,0.831,0.462,spotify:track:1UxkwOCYbFrpdWCa4IGiAG
0.683,0.123,0.219,0.467,0.259,spotify:track:7CUAGxYmpmSJv9pbLgqVjy
0.863,0.155,0.044,0.731,0.55,spotify:track:2m5xfxB2MuEEDEAsunQxJb
0.211,0.102,0.0386,0.501,0.131,spotify:track:7qx03NsIL42jM03zFphnRO
0.588,0.132,0.055,0.703,0.339,spotify:track:0tDPlvgAIkH0AydVq67v4p
0.309,0.489,0.055,0.378,0.361,spotify:track:4tIyIVJxsa8u5rgDRqYS0V
0.485,0.12,0.0305,0.543,0.371,spotify:track:0qcr5FMsEO85NAQjrlDRKo
0.407,0.178,0.0442,0.835,0.331,spotify:track:2LJNrBVuCNjU0qoSYZNyTU
0.489,0.119,0.0342,0.474,0.23,spotify:track:0XPsOSYzDJZJArevQNm2AR
0.637,0.319,0.0735,0.737,0.537,spotify:track:3IPnBzGRMg6BfViFxxa0Gq
0.745,0.0373,0.258,0.788,0.672,spotify:track:6U4VqEHy4n5VeiH4pQPL24
0.144,0.29,0.0482,0.274,0.302,spotify:track:7tUSJY4nsDBJTjd1UXKRsT
0.606,0.132,0.0456,0.423,0.235,spotify:track:1ry9b34Rf7ZuB8X43mfqSm
0.331,0.085,0.0385,0.337,0.35,spotify:track:1zSKtBze2IReYU44W0lDzd
0.536,0.101,0.0394,0.556,0.401,spotify:track:1Qg9gcMp6LbGJIEE59Vxs7
0.388,0.143,0.0485,0.787,0.164,spotify:track:450wU0UYxNWRPWLKrsUCwa
0.307,0.178,0.0499,0.571,0.108,spotify:track:6mb6lVLNrcUgLnEN8QnDJd
0.518,0.298,0.0378,0.297,0.496,spotify:track:0juMU08O9byWiRBtKM1j5E
0.435,0.0964,0.039,0.448,0.0466,spotify:track:1tC5WMSlsGDFfqnrquB1ty
0.905,0.187,0.0479,0.645,0.115,spotify:track:1NJBKa0n6PGbb0V7R7s9Qm
0.573,0.113,0.111,0.676,0.521,spotify:track:2eckdtYtoiuOsTlupNRXGU
0.637,0.319,0.0735,0.737,0.537,spotify:track:3IPnBzGRMg6BfViFxxa0Gq
0.765,0.0922,0.104,0.409,0.365,spotify:track:1Pt2STlAgfB1CiEV8mf3CN
0.414,0.0861,0.0319,0.302,0.105,spotify:track:4U9CF27YlwHRtUGKUzhUTT
0.322,0.074,0.0339,0.672,0.498,spotify:track:28UMEtwyUUy5u0UWOVHwiI
0.271,0.186,0.0615,0.814,0.679,spotify:track:2hQL2zUeEPJPzCTNOBs3f6
0.118,0.119,0.113,0.323,0.154,spotify:track:0MfarHeMjPxLqU3jMLUeng
0.676,0.0904,0.0633,0.695,0.877,spotify:track:0Hgbo6JhLS3SN483HccpHx
0.383,0.124,0.0606,0.548,0.565,spotify:track:3je1pkjiD7TLndoW6jqjoj
0.463,0.0985,0.165,0.68,0.858,spotify:track:4qqfI5oNO53a6W7nWfutKH
0.407,0.178,0.0442,0.835,0.331,spotify:track:2LJNrBVuCNjU0qoSYZNyTU
0.503,0.261,0.039,0.424,0.579,spotify:track:0GrhBz0am9KFJ20MN9o6Lp
0.375,0.145,0.034,0.395,0.131,spotify:track:5viFjDGTnrApmUY5c8qkfw
0.489,0.119,0.0342,0.474,0.23,spotify:track:0XPsOSYzDJZJArevQNm2AR
0.0881,0.152,0.041,0.24,0.169,spotify:track:3jfxeTcEfcH8wNMnGNh7U1
0.407,0.178,0.0442,0.835,0.331,spotify:track:2LJNrBVuCNjU0qoSYZNyTU
0.139,0.0725,0.0305,0.281,0.169,spotify:track:6klpXs2uAjagnZMFkt4qkl
0.42,0.0897,0.0317,0.673,0.385,spotify:track:03xWMkKEbeO4SnylA53ipj
0.485,0.12,0.0305,0.543,0.371,spotify:track:0qcr5FMsEO85NAQjrlDRKo
0.787,0.198,0.352,0.507,0.901,spotify:track:5mXBaDm21IbxvWSl1AHCpq
0.732,0.145,0.0618,0.688,0.665,spotify:track:5f2TWu6R2YYCJtLQ0fP78H
0.198,0.612,0.0518,0.377,0.468,spotify:track:5YpvrutERg6imRT3shYhtz
0.333,0.285,0.0307,0.689,0.471,spotify:track:2stkLJ0JNcXkIRDNF3ld6c
0.222,0.102,0.0383,0.463,0.195,spotify:track:59Qbwz0fezaWxWekiwjSch
0.103,0.0973,0.0368,0.314,0.134,spotify:track:3Rf5q1Ua1Dx031OsCE1XRQ
0.388,0.143,0.0485,0.787,0.164,spotify:track:450wU0UYxNWRPWLKrsUCwa
0.62,0.108,0.142,0.405,0.48,spotify:track:2cOE7d35PyfAh9M7DglPk0
0.573,0.0663,0.0411,0.492,0.189,spotify:track:4pIjcawF1mGKm45b1CG5jV
0.831,0.452,0.221,0.738,0.493,spotify:track:192XFsstn69TuEA3iDez6F
0.322,0.074,0.0339,0.672,0.498,spotify:track:28UMEtwyUUy5u0UWOVHwiI
0.532,0.109,0.0405,0.445,0.465,spotify:track:6ZxPYutGhjLTrcmvcshCa4
0.742,0.126,0.0401,0.642,0.897,spotify:track:7tSODhfDkv0JEhkSMYSIBS
0.407,0.178,0.0442,0.835,0.331,spotify:track:2LJNrBVuCNjU0qoSYZNyTU
0.29,0.361,0.0343,0.321,0.0783,spotify:track:4ASPjY65S7crmZBHML0L8d
0.164,0.109,0.046,0.272,0.228,spotify:track:1OYOLWqKmhkFIx2KC9ek1a
0.832,0.0821,0.274,0.471,0.665,spotify:track:4InER8nvZnn3nt56anVVNO
0.121,0.257,0.0554,0.306,0.166,spotify:track:2yi7HZrBOC4bMUSTcs4VK6
0.381,0.216,0.168,0.577,0.498,spotify:track:5ollDCofTmRZN0Bbhz4EDW
0.634,0.231,0.0326,0.787,0.21,spotify:track:4gxQjCynwaber3oYIQ5TNr
0.202,0.486,0.0336,0.418,0.238,spotify:track:1y23Brum5gago2JELsY9M0
0.235,0.199,0.0364,0.283,0.137,spotify:track:12kesp5ZvTymcKMcTdKLPH
0.615,0.11,0.0336,0.692,0.412,spotify:track:439zojj9sT3YNMDXHcjmZp
0.745,0.0373,0.258,0.788,0.672,spotify:track:6U4VqEHy4n5VeiH4pQPL24
0.656,0.172,0.173,0.707,0.748,spotify:track:2bwSCIuNtVrQPVddCi8sOW
0.833,0.105,0.0563,0.574,0.574,spotify:track:7Fv8Qp3tTSbSS2VjryUF7L
0.867,0.458,0.103,0.491,0.602,spotify:track:76vMKwFtdDDCLcM6zXybjB
0.978,0.128,0.134,0.271,0.194,spotify:track:2jVkafl8yZRFt3XREufiZD
0.938,0.3,0.167,0.339,0.278,spotify:track:55twLb5jt1vSRgGCje1lFv
0.994,0.0397,0.192,0.196,0.156,spotify:track:573QrU29Ko8lvSk5zZRUfD
0.812,0.12,0.0513,0.384,0.297,spotify:track:4vfsRc7t7HgdqwaVKLEHL1
0.977,0.0758,0.128,0.432,0.234,spotify:track:2vlhM2gxsKUhH4sal0bN2X
0.468,0.098,0.0305,0.574,0.352,spotify:track:285ieonEuLkll3zknYK2TY
0.306,0.119,0.0295,0.55,0.0956,spotify:track:2ZrSFxVUAvbgVMqYTkfx3B
0.344,0.0682,0.0335,0.375,0.106,spotify:track:05UMQXFCsa9oPnLgfJHVyF
0.277,0.1,0.0369,0.179,0.142,spotify:track:1LpFMCykhFSQPWzNgxcvFs
0.457,0.0822,0.0323,0.668,0.744,spotify:track:5S0uiDTyiUtutmU10TlEXW
0.83,0.181,0.0436,0.488,0.326,spotify:track:1zdsOgv1hdGGGe9CK1QPY7
